phone_id,customer_id,phone_number,activation_date
PH000635,CU000476,07876678587,2022-08-12
PH000636,CU000477,07866386697,2022-08-04
PH000637,CU000478,07313930870,2022-08-06
PH000638,CU000478,07250194239,2022-11-08
PH000639,CU000479,07929688945,2022-08-04
PH000640,CU000480,07328139877,2022-08-05
PH000641,CU000481,07701185518,2022-08-13
PH000642,CU000482,07816316497,2022-08-05
PH000643,CU000482,07241261156,2023-01-08
PH000644,CU000482,07509347773,2023-03-22
PH000645,CU000483,07851599392,2022-08-13
PH000646,CU000484,07616499682,2022-08-21
PH000647,CU000484,07943529303,2023-01-18
PH000648,CU000485,07592947198,2022-08-16
PH000649,CU000486,07953065856,2022-08-15
PH000650,CU000487,07253065650,2022-08-26
PH000651,CU000487,07671468817,2022-12-22
PH000652,CU000488,07259480163,2022-08-17
PH000653,CU000489,07232093320,2022-08-21
PH000654,CU000490,07708013739,2022-08-26
PH000655,CU000491,07775991615,2022-08-19
PH000656,CU000492,07154720107,2022-08-20
PH000657,CU000493,07386664716,2022-08-21
PH000658,CU000494,07935784668,2022-08-17
PH000659,CU000495,07576133026,2022-08-21
PH000660,CU000496,07748148367,2022-08-23
PH000661,CU000497,07181649385,2022-08-21
PH000662,CU000498,07656021413,2022-08-29
PH000663,CU000498,07921524145,2022-11-02
PH000664,CU000499,07773290938,2022-08-20
PH000665,CU000500,07152997375,2022-08-21
PH000666,CU000501,07911610013,2022-08-11
PH000667,CU000502,07755501973,2022-08-08
PH000668,CU000503,07676355209,2022-08-28
PH000669,CU000503,07285112533,2022-11-01
PH000670,CU000504,07615821193,2022-08-18
PH000671,CU000504,07192395765,2022-10-29
PH000672,CU000505,07152536378,2022-08-05
PH000673,CU000506,07881180644,2022-08-04
PH000674,CU000507,07818748670,2022-08-03
PH000675,CU000508,07389958413,2022-08-29
PH000676,CU000509,07107224061,2022-08-08
PH000677,CU000509,07876577475,2022-12-28
PH000678,CU000510,07489494458,2022-08-28
PH000679,CU000511,07415267225,2022-08-17
PH000680,CU000512,07167894840,2022-08-24
PH000681,CU000513,07102270046,2022-08-28
PH000682,CU000514,07982594664,2022-08-11
PH000683,CU000515,07688854117,2022-09-02
PH000684,CU000516,07568326107,2022-09-27
PH000685,CU000517,07817496037,2022-09-29
PH000686,CU000518,07920187616,2022-09-08
PH000687,CU000518,07332951020,2022-11-23
PH000688,CU000519,07474172023,2022-09-03
PH000689,CU000520,07141664410,2022-09-18
PH000690,CU000520,07538319768,2023-03-06
PH000691,CU000521,07974449198,2022-09-25
PH000692,CU000522,07151564213,2022-09-02
PH000693,CU000523,07185832982,2022-09-13
PH000694,CU000523,07480553056,2022-11-02
PH000695,CU000524,07252480464,2022-09-17
PH000696,CU000525,07673579146,2022-09-21
PH000697,CU000526,07131507671,2022-09-12
PH000698,CU000527,07621855450,2022-09-29
PH000699,CU000528,07720767695,2022-09-19
PH000700,CU000529,07937790130,2022-09-28
PH000701,CU000530,07365304357,2022-09-06
PH000702,CU000531,07514040575,2022-09-02
PH000703,CU000532,07954730571,2022-09-06
PH000704,CU000533,07711513777,2022-09-09
PH000705,CU000534,07283530522,2022-09-09
PH000706,CU000534,07182068954,2022-12-29
PH000707,CU000535,07180702133,2022-09-07
PH000708,CU000535,07649990456,2022-10-20
PH000709,CU000535,07788960785,2023-01-08
PH000710,CU000536,07773476873,2022-09-13
PH000711,CU000537,07559278837,2022-09-11
PH000712,CU000537,07554098353,2022-11-16
PH000713,CU000538,07623472204,2022-09-28
PH000714,CU000539,07157264080,2022-09-02
PH000715,CU000540,07425223381,2022-09-10
PH000716,CU000540,07188264635,2023-02-03
PH000717,CU000540,07846675801,2023-04-20
PH000718,CU000541,07122261935,2022-09-10
PH000719,CU000542,07537049448,2022-09-23
PH000720,CU000542,07650708094,2022-11-03
PH000721,CU000543,07403097180,2022-09-23
PH000722,CU000543,07286966550,2022-12-30
PH000723,CU000544,07148880308,2022-09-09
PH000724,CU000545,07851634938,2022-09-23
PH000725,CU000546,07567600086,2022-09-12
PH000726,CU000547,07722105566,2022-09-29
PH000727,CU000547,07609453560,2022-11-11
PH000728,CU000548,07552178347,2022-09-23
PH000729,CU000549,07953894951,2022-09-01
PH000730,CU000550,07444006621,2022-09-08
PH000731,CU000551,07830462162,2022-09-24
PH000732,CU000552,07537823846,2022-09-27
PH000733,CU000553,07300122412,2022-09-29
PH000734,CU000554,07627917700,2022-09-11
PH000735,CU000555,07635346507,2022-09-08
PH000736,CU000556,07404755518,2022-09-19
PH000737,CU000557,07631782976,2022-09-16
PH000738,CU000558,07526781560,2022-09-02
PH000739,CU000558,07279392039,2022-12-02
PH000740,CU000559,07403883434,2022-09-14
PH000741,CU000559,07582243838,2022-12-13
PH000742,CU000560,07201226284,2022-09-21
PH000743,CU000561,07807430297,2022-09-10
PH000744,CU000562,07786479919,2022-09-07
PH000745,CU000563,07411614900,2022-09-07
PH000746,CU000564,07751931512,2022-09-14
PH000747,CU000565,07645960133,2022-09-11
PH000748,CU000565,07550891643,2022-11-16
PH000749,CU000566,07760508994,2022-09-07
PH000750,CU000567,07614928801,2022-09-15
PH000751,CU000568,07584532463,2022-09-02
PH000752,CU000569,07140750261,2022-09-19
PH000753,CU000570,07506471114,2022-09-25
PH000754,CU000571,07626240432,2022-09-23
PH000755,CU000572,07914185675,2022-09-21
PH000756,CU000573,07132028846,2022-09-01
PH000757,CU000574,07197712092,2022-09-18
PH000758,CU000575,07325426819,2022-09-02
PH000759,CU000576,07295853599,2022-09-14
PH000760,CU000576,07253056877,2023-01-13
PH000761,CU000577,07424739788,2022-09-16
PH000762,CU000578,07534410466,2022-09-05
PH000763,CU000579,07681835483,2022-10-11
PH000764,CU000580,07761097032,2022-10-22
PH000765,CU000581,07713346277,2022-10-24
PH000766,CU000581,07316090082,2023-04-22
PH000767,CU000581,07415564622,2023-06-30
PH000768,CU000582,07124939943,2022-10-20
PH000769,CU000582,07912317637,2022-12-19
PH000770,CU000582,07915786458,2023-03-12
PH000771,CU000583,07724747549,2022-10-16
PH000772,CU000584,07907694581,2022-10-03
PH000773,CU000585,07448495263,2022-10-29
PH000774,CU000586,07301784842,2022-10-19
PH000775,CU000587,07389752030,2022-10-29
PH000776,CU000588,07317408764,2022-10-02
PH000777,CU000589,07450576749,2022-10-25
PH000778,CU000590,07443084830,2022-10-06
PH000779,CU000591,07731856261,2022-10-20
PH000780,CU000592,07438228343,2022-10-06
PH000781,CU000593,07826951886,2022-10-16
PH000782,CU000594,07259351937,2022-10-16
PH000783,CU000594,07720515930,2022-11-29
PH000784,CU000594,07540468989,2023-02-04
PH000785,CU000595,07267424740,2022-10-16
PH000786,CU000596,07692876941,2022-10-03
PH000787,CU000596,07106852491,2023-01-21
PH000788,CU000597,07708406320,2022-10-08
PH000789,CU000598,07788874675,2022-10-24
PH000790,CU000599,07356157237,2022-10-28
PH000791,CU000599,07225342363,2022-12-06
PH000792,CU000600,07307385684,2022-10-26
PH000793,CU000600,07495176661,2023-02-06
PH000794,CU000600,07474324431,2023-04-17
PH000795,CU000601,07302319987,2022-10-18
PH000796,CU000602,07117885555,2022-10-09
PH000797,CU000602,07535048876,2023-02-11
PH000798,CU000603,07216361825,2022-10-09
PH000799,CU000604,07190386309,2022-10-22
PH000800,CU000605,07947683203,2022-10-15
PH000801,CU000606,07659681100,2022-10-20
PH000802,CU000607,07284758562,2022-10-16
PH000803,CU000608,07279677115,2022-10-29
PH000804,CU000609,07314750099,2022-10-27
PH000805,CU000610,07449942727,2022-10-17
PH000806,CU000610,07907604495,2023-01-06
PH000807,CU000611,07359784469,2022-10-14
PH000808,CU000612,07825254832,2022-10-29
PH000809,CU000613,07542692251,2022-10-20
PH000810,CU000614,07358382122,2022-10-24
PH000811,CU000615,07300971163,2022-10-17
PH000812,CU000616,07766758715,2022-10-09
PH000813,CU000617,07155529120,2022-10-14
PH000814,CU000617,07786509929,2022-12-10
PH000815,CU000618,07249022723,2022-10-02
PH000816,CU000618,07596488851,2022-11-19
PH000817,CU000619,07820596141,2022-10-03
PH000818,CU000619,07180776049,2023-02-19
PH000819,CU000620,07368826981,2022-10-11
PH000820,CU000620,07588536900,2023-02-09
PH000821,CU000620,07192634762,2023-04-22
PH000822,CU000621,07292054485,2022-10-13
PH000823,CU000622,07945147172,2022-10-05
PH000824,CU000623,07773049220,2022-10-04
PH000825,CU000624,07328475188,2022-10-06
PH000826,CU000625,07428335240,2022-10-15
PH000827,CU000626,07933859147,2022-10-18
PH000828,CU000627,07718591925,2022-10-23
PH000829,CU000628,07468357706,2022-10-18
PH000830,CU000629,07809832574,2022-10-23
PH000831,CU000629,07323036078,2023-04-08
PH000832,CU000630,07970975607,2022-10-21
PH000833,CU000631,07131474480,2022-10-02
PH000834,CU000632,07778160978,2022-10-27
PH000835,CU000633,07115497841,2022-10-26
PH000836,CU000633,07804687544,2023-04-04
PH000837,CU000633,07980451287,2023-06-03
PH000838,CU000634,07161805671,2022-10-21
PH000839,CU000635,07249714360,2022-10-07
PH000840,CU000636,07705543199,2022-10-21
PH000841,CU000637,07326793937,2022-10-11
PH000842,CU000638,07701502422,2022-10-25
PH000843,CU000639,07171747539,2022-10-15
PH000844,CU000640,07560668998,2022-10-22
PH000845,CU000641,07822723573,2022-10-18
PH000846,CU000642,07461590668,2022-10-22
PH000847,CU000642,07662167745,2022-12-03
PH000848,CU000643,07426566487,2022-10-03
PH000849,CU000644,07467397251,2022-11-06
PH000850,CU000644,07676757794,2023-01-18
PH000851,CU000645,07256779120,2022-11-12
PH000852,CU000646,07826043453,2022-11-02
PH000853,CU000647,07508820319,2022-11-24
PH000854,CU000648,07812396045,2022-11-22
PH000855,CU000649,07402322949,2022-11-22
PH000856,CU000649,07431447800,2022-12-28
PH000857,CU000649,07571102883,2023-03-08
PH000858,CU000650,07645726534,2022-11-16
PH000859,CU000650,07891365110,2023-02-28
PH000860,CU000651,07668629368,2022-11-15
PH000861,CU000652,07206617882,2022-11-17
PH000862,CU000652,07815384296,2023-02-12
PH000863,CU000652,07634445337,2023-04-14
PH000864,CU000653,07251617222,2022-11-04
PH000865,CU000654,07849754349,2022-11-03
PH000866,CU000655,07703252562,2022-11-24
PH000867,CU000656,07232184473,2022-11-26
PH000868,CU000657,07954533686,2022-11-10
PH000869,CU000658,07879107784,2022-11-27
PH000870,CU000659,07130592408,2022-11-10
PH000871,CU000659,07427497714,2023-04-09
PH000872,CU000660,07388289918,2022-11-15
PH000873,CU000661,07509518887,2022-11-17
PH000874,CU000662,07550863778,2022-11-01
PH000875,CU000663,07200504064,2022-11-16
PH000876,CU000664,07949628148,2022-11-10
PH000877,CU000665,07192744344,2022-11-13
PH000878,CU000666,07438011714,2022-11-25
PH000879,CU000667,07945888573,2022-11-14
PH000880,CU000668,07519299342,2022-11-22
PH000881,CU000669,07862845753,2022-11-27
PH000882,CU000670,07941972927,2022-11-06
PH000883,CU000671,07923543968,2022-11-05
PH000884,CU000671,07630739907,2023-03-14
PH000885,CU000672,07350017775,2022-11-01
PH000886,CU000673,07575893428,2022-11-23
PH000887,CU000674,07316259560,2022-11-17
PH000888,CU000675,07356526194,2022-11-17
PH000889,CU000675,07964717727,2023-01-06
PH000890,CU000676,07155839593,2022-11-15
PH000891,CU000677,07596424089,2022-11-02
PH000892,CU000678,07768974496,2022-11-13
PH000893,CU000679,07338052468,2022-11-26
PH000894,CU000679,07667238778,2023-05-01
PH000895,CU000680,07922031830,2022-11-08
PH000896,CU000681,07181176370,2022-11-03
PH000897,CU000681,07535710232,2023-03-06
PH000898,CU000682,07262115671,2022-11-07
PH000899,CU000683,07346801149,2022-11-04
PH000900,CU000684,07232957606,2022-11-22
PH000901,CU000685,07733696233,2022-11-05
PH000902,CU000685,07338442328,2023-03-24
PH000903,CU000685,07420978364,2023-06-08
PH000904,CU000686,07711838285,2022-11-13
PH000905,CU000687,07547696712,2022-11-28
PH000906,CU000688,07357745051,2022-11-05
PH000907,CU000689,07872456883,2022-11-01
PH000908,CU000690,07953368129,2022-11-06
PH000909,CU000691,07832045302,2022-11-17
PH000910,CU000692,07444369596,2022-11-10
PH000911,CU000693,07208094536,2022-11-06
PH000912,CU000694,07635933801,2022-11-25
PH000913,CU000695,07367077243,2022-11-28
PH000914,CU000696,07206591547,2022-11-22
PH000915,CU000697,07179219046,2022-11-01
PH000916,CU000698,07470418740,2022-11-02
PH000917,CU000699,07822548892,2022-11-25
PH000918,CU000700,07845041370,2022-11-11
PH000919,CU000700,07795809831,2023-02-03
PH000920,CU000701,07729605650,2022-11-16
PH000921,CU000702,07717038233,2022-11-13
PH000922,CU000703,07590251507,2022-11-08
PH000923,CU000703,07432471504,2023-04-22
PH000924,CU000703,07343001616,2023-07-17
PH000925,CU000704,07915796547,2022-12-24
PH000926,CU000704,07542932744,2023-05-05
PH000927,CU000705,07962787602,2022-12-08
PH000928,CU000706,07499692780,2022-12-12
PH000929,CU000707,07796823044,2022-12-19
PH000930,CU000708,07438140452,2022-12-10
PH000931,CU000709,07237565318,2022-12-02
PH000932,CU000709,07158748045,2023-02-15
PH000933,CU000710,07727650569,2022-12-24
PH000934,CU000711,07366594414,2022-12-25
PH000935,CU000712,07481057255,2022-12-28
PH000936,CU000713,07654659670,2022-12-27
PH000937,CU000714,07572193391,2022-12-06
PH000938,CU000715,07652006870,2022-12-03
PH000939,CU000716,07815121858,2022-12-17
PH000940,CU000717,07251521778,2022-12-07
PH000941,CU000718,07403472647,2022-12-15
PH000942,CU000719,07264890656,2022-12-22
PH000943,CU000720,07715377038,2022-12-05
PH000944,CU000720,07759161610,2023-05-09
PH000945,CU000720,07147930521,2023-07-10
PH000946,CU000721,07700479348,2022-12-26
PH000947,CU000721,07871093590,2023-04-30
PH000948,CU000722,07960651943,2022-12-12
PH000949,CU000722,07444724508,2023-05-28
PH000950,CU000722,07692534965,2023-08-19
PH000951,CU000723,07673988788,2022-12-05
PH000952,CU000724,07920329860,2022-12-16
PH000953,CU000725,07244220595,2022-12-17
PH000954,CU000726,07523983501,2022-12-18
PH000955,CU000727,07347860844,2022-12-23
PH000956,CU000728,07740694945,2022-12-05
PH000957,CU000729,07154722793,2022-12-19
PH000958,CU000730,07679642375,2022-12-25
PH000959,CU000731,07673738848,2022-12-23
PH000960,CU000732,07241428005,2022-12-09
PH000961,CU000732,07340446089,2023-03-30
PH000962,CU000733,07946171117,2022-12-22
PH000963,CU000734,07112376298,2022-12-04
PH000964,CU000734,07370255397,2023-01-14
PH000965,CU000735,07737543376,2022-12-07
PH000966,CU000736,07598528749,2022-12-19
PH000967,CU000737,07716407851,2022-12-19
PH000968,CU000738,07882269811,2022-12-04
PH000969,CU000739,07285266373,2022-12-28
PH000970,CU000740,07793548533,2022-12-01
PH000971,CU000740,07842746256,2023-03-22
PH000972,CU000740,07704755710,2023-06-07
PH000973,CU000741,07339065547,2022-12-05
PH000974,CU000741,07411376824,2023-01-15
PH000975,CU000741,07238737310,2023-03-23
PH000976,CU000742,07946306465,2022-12-22
PH000977,CU000743,07864060349,2022-12-10
PH000978,CU000743,07138696498,2023-05-09
PH000979,CU000744,07255471205,2022-12-16
PH000980,CU000745,07745708635,2022-12-18
PH000981,CU000746,07522850324,2022-12-24
PH000982,CU000747,07472232060,2022-12-22
PH000983,CU000748,07292342492,2022-12-20
PH000984,CU000749,07960373177,2022-12-01
PH000985,CU000750,07780135687,2022-12-18
PH000986,CU000751,07955330074,2022-12-14
PH000987,CU000752,07410908368,2022-12-07
PH000988,CU000753,07153391823,2022-12-15
PH000989,CU000754,07373671616,2022-12-26
PH000990,CU000755,07880223924,2022-12-24
PH000991,CU000756,07282041604,2022-12-22
PH000992,CU000757,07444647543,2022-12-23
PH000993,CU000758,07674459525,2022-12-11
PH000994,CU000759,07754972909,2022-12-25
PH000995,CU000760,07251558213,2022-12-10
PH000996,CU000761,07308134017,2022-12-20
PH000997,CU000762,07713469529,2022-12-22
PH000998,CU000762,07841064244,2023-04-02
PH000999,CU000763,07499052361,2022-12-04
PH001000,CU000763,07218326766,2023-03-31
PH001001,CU000764,07189964314,2022-12-29
PH001002,CU000764,07371094460,2023-02-03
PH001003,CU000765,07143776712,2022-12-24
PH001004,CU000766,07475714855,2022-12-15
PH001005,CU000767,07622083494,2022-12-18
PH001006,CU000768,07346634640,2022-12-07
PH001007,CU000768,07773795043,2023-03-27
PH001008,CU000769,07259286922,2022-12-21
PH001009,CU000769,07110442017,2023-02-17
PH001010,CU000769,07928626295,2023-05-16
PH001011,CU000770,07844763295,2022-12-20
PH001012,CU000771,07842095186,2023-01-03
PH001013,CU000772,07600775678,2023-01-24
PH001014,CU000773,07463718583,2023-01-25
PH001015,CU000774,07648782630,2023-01-07
PH001016,CU000774,07759471163,2023-05-09
PH001017,CU000775,07548836544,2023-01-17
PH001018,CU000776,07975782547,2023-01-22
PH001019,CU000776,07299274121,2023-04-09
PH001020,CU000777,07887763426,2023-01-06
PH001021,CU000777,07843363637,2023-04-08
PH001022,CU000778,07895655015,2023-01-14
PH001023,CU000779,07985871703,2023-01-24
PH001024,CU000779,07425468435,2023-02-27
PH001025,CU000779,07137403682,2023-05-07
PH001026,CU000780,07280433476,2023-01-18
PH001027,CU000781,07801760990,2023-01-13
PH001028,CU000782,07198398641,2023-01-19
PH001029,CU000783,07867124697,2023-01-24
PH001030,CU000784,07740015125,2023-01-13
PH001031,CU000785,07277466056,2023-01-22
PH001032,CU000786,07952971225,2023-01-18
PH001033,CU000787,07507405065,2023-01-06
PH001034,CU000788,07227268259,2023-01-08
PH001035,CU000789,07283605534,2023-01-14
PH001036,CU000790,07367785397,2023-01-29
PH001037,CU000790,07778494440,2023-06-28
PH001038,CU000791,07584292208,2023-01-13
PH001039,CU000792,07780319768,2023-01-18
PH001040,CU000792,07329967970,2023-07-15
PH001041,CU000793,07499261446,2023-01-04
PH001042,CU000793,07216714755,2023-02-15
PH001043,CU000793,07572784637,2023-05-03
PH001044,CU000794,07929012414,2023-01-26
PH001045,CU000795,07130574088,2023-01-14
PH001046,CU000795,07546618172,2023-03-22
PH001047,CU000795,07321908962,2023-06-09
PH001048,CU000796,07554035586,2023-01-29
PH001049,CU000797,07767322822,2023-01-05
PH001050,CU000797,07474472501,2023-03-08
PH001051,CU000798,07176746115,2023-01-09
PH001052,CU000798,07340402276,2023-03-20
PH001053,CU000798,07478997308,2023-05-25
PH001054,CU000799,07931719638,2023-01-01
PH001055,CU000800,07574322809,2023-01-20
PH001056,CU000800,07971741790,2023-07-02
PH001057,CU000801,07375891558,2023-01-27
PH001058,CU000802,07517686087,2023-01-18
PH001059,CU000802,07260942402,2023-06-23
PH001060,CU000802,07149797445,2023-09-04
PH001061,CU000803,07224856896,2023-01-13
PH001062,CU000803,07849131418,2023-04-06
PH001063,CU000804,07902203405,2023-01-06
PH001064,CU000805,07272266418,2023-01-02
PH001065,CU000805,07790639531,2023-02-11
PH001066,CU000806,07370710750,2023-01-06
PH001067,CU000806,07112340159,2023-02-07
PH001068,CU000806,07578573817,2023-04-10
PH001069,CU000807,07430678728,2023-01-10
PH001070,CU000808,07178345175,2023-01-18
PH001071,CU000809,07754473317,2023-01-02
PH001072,CU000810,07308030339,2023-01-06
PH001073,CU000811,07123452909,2023-01-09
PH001074,CU000812,07306250719,2023-01-11
PH001075,CU000813,07283297403,2023-01-06
PH001076,CU000814,07927201673,2023-01-27
PH001077,CU000815,07981374213,2023-01-20
PH001078,CU000816,07496699403,2023-01-07
PH001079,CU000817,07155939923,2023-01-19
PH001080,CU000818,07170399937,2023-01-05
PH001081,CU000818,07143473413,2023-04-21
PH001082,CU000819,07243041666,2023-01-04
PH001083,CU000820,07456177718,2023-01-13
PH001084,CU000821,07230963429,2023-01-28
PH001085,CU000822,07907627722,2023-01-26
PH001086,CU000823,07623411923,2023-01-07
PH001087,CU000824,07809614079,2023-01-28
PH001088,CU000825,07838548506,2023-01-15
PH001089,CU000826,07802190228,2023-01-25
PH001090,CU000826,07533766208,2023-06-07
PH001091,CU000827,07587951442,2023-01-11
PH001092,CU000828,07892666378,2023-01-17
PH001093,CU000829,07227314916,2023-01-11
PH001094,CU000829,07382120134,2023-06-24
PH001095,CU000830,07458488393,2023-01-09
PH001096,CU000831,07320415817,2023-01-20
PH001097,CU000832,07764915325,2023-01-11
PH001098,CU000833,07637241010,2023-01-16
PH001099,CU000833,07867922309,2023-03-08
PH001100,CU000834,07921284498,2023-01-05
PH001101,CU000835,07540771085,2023-01-27
PH001102,CU000835,07849076268,2023-04-26
PH001103,CU000835,07885132337,2023-07-16
PH001104,CU000836,07803891782,2023-01-10
PH001105,CU000837,07324674083,2023-01-24
PH001106,CU000838,07708477206,2023-01-03
PH001107,CU000839,07338800512,2023-01-21
PH001108,CU000839,07136299839,2023-06-15
PH001109,CU000840,07742240883,2023-01-16
PH001110,CU000841,07290562353,2023-01-26
PH001111,CU000842,07223290312,2023-01-15
PH001112,CU000842,07447345524,2023-04-27
PH001113,CU000843,07505611794,2023-02-11
PH001114,CU000844,07392973461,2023-02-22
PH001115,CU000844,07749893021,2023-04-13
PH001116,CU000845,07991682834,2023-02-10
PH001117,CU000846,07708427435,2023-02-10
PH001118,CU000846,07645452638,2023-08-01
PH001119,CU000847,07525229267,2023-02-08
PH001120,CU000848,07893581756,2023-02-08
PH001121,CU000849,07668403174,2023-02-25
PH001122,CU000850,07941549391,2023-02-09
PH001123,CU000851,07417775601,2023-02-04
PH001124,CU000852,07789363122,2023-02-06
PH001125,CU000853,07804239477,2023-02-12
PH001126,CU000854,07171863832,2023-02-19
PH001127,CU000855,07993881935,2023-02-10
PH001128,CU000856,07153723912,2023-02-25
PH001129,CU000856,07895166461,2023-07-21
PH001130,CU000857,07347240125,2023-02-24
PH001131,CU000857,07633625864,2023-07-06
PH001132,CU000857,07786840006,2023-09-22
PH001133,CU000858,07677051542,2023-02-18
PH001134,CU000859,07464952274,2023-02-06
PH001135,CU000859,07879714678,2023-03-17
PH001136,CU000860,07971403838,2023-02-07
PH001137,CU000861,07527905284,2023-02-17
PH001138,CU000862,07746223137,2023-02-01
PH001139,CU000863,07759105067,2023-02-09
PH001140,CU000864,07627484455,2023-02-16
PH001141,CU000865,07272733853,2023-02-08
PH001142,CU000866,07947579235,2023-02-20
PH001143,CU000867,07949953497,2023-02-03
PH001144,CU000868,07673485071,2023-02-25
PH001145,CU000868,07587273464,2023-06-11
PH001146,CU000869,07617570425,2023-02-12
PH001147,CU000869,07306263664,2023-06-30
PH001148,CU000870,07125674172,2023-02-07
PH001149,CU000870,07368718291,2023-07-08
PH001150,CU000871,07647697805,2023-02-03
PH001151,CU000871,07160185821,2023-06-22
PH001152,CU000871,07418925579,2023-08-28
PH001153,CU000872,07647611909,2023-02-17
PH001154,CU000872,07883452266,2023-03-29
PH001155,CU000873,07136427445,2023-02-07
PH001156,CU000874,07284896668,2023-02-04
PH001157,CU000875,07819671982,2023-02-02
PH001158,CU000876,07356346615,2023-02-18
PH001159,CU000877,07785175814,2023-02-01
PH001160,CU000878,07146108388,2023-02-03
PH001161,CU000879,07798011514,2023-02-25
PH001162,CU000880,07313480284,2023-02-27
PH001163,CU000881,07924327172,2023-02-18
PH001164,CU000882,07267012471,2023-02-03
PH001165,CU000882,07507366723,2023-05-23
PH001166,CU000883,07542199673,2023-02-08
PH001167,CU000883,07909486556,2023-04-19
PH001168,CU000884,07424816218,2023-02-23
PH001169,CU000884,07872663173,2023-06-06
PH001170,CU000884,07440763240,2023-08-09
PH001171,CU000885,07181756776,2023-02-10
PH001172,CU000885,07531339817,2023-05-17
PH001173,CU000886,07202292343,2023-02-09
PH001174,CU000887,07708755871,2023-02-07
PH001175,CU000887,07268827401,2023-04-13
PH001176,CU000888,07144171944,2023-02-27
PH001177,CU000889,07388364290,2023-02-24
PH001178,CU000890,07620078501,2023-02-04
PH001179,CU000890,07895889277,2023-07-05
PH001180,CU000891,07932160886,2023-02-16
PH001181,CU000892,07108014446,2023-02-19
PH001182,CU000893,07806148342,2023-02-08
PH001183,CU000894,07426705916,2023-02-01
PH001184,CU000895,07805759318,2023-02-25
PH001185,CU000895,07808075647,2023-07-25
PH001186,CU000895,07821660455,2023-10-16
PH001187,CU000896,07912131938,2023-02-14
PH001188,CU000897,07525639133,2023-02-07
PH001189,CU000897,07672852122,2023-07-31
PH001190,CU000897,07972135515,2023-10-10
PH001191,CU000898,07831693950,2023-02-15
PH001192,CU000898,07175865341,2023-06-06
PH001193,CU000898,07733278585,2023-08-10
PH001194,CU000899,07819415731,2023-02-07
PH001195,CU000900,07569074282,2023-02-03
PH001196,CU000901,07122686119,2023-02-08
PH001197,CU000902,07326046333,2023-02-24
PH001198,CU000902,07156515566,2023-04-04
PH001199,CU000903,07642271879,2023-02-07
PH001200,CU000904,07754692663,2023-02-12
PH001201,CU000904,07831097525,2023-05-22
PH001202,CU000904,07399733263,2023-07-31
PH001203,CU000905,07256126656,2023-02-14
PH001204,CU000906,07399351739,2023-02-04
PH001205,CU000907,07428840883,2023-02-18
PH001206,CU000908,07342425345,2023-02-24
PH001207,CU000908,07733941371,2023-06-17
PH001208,CU000909,07779775773,2023-02-22
PH001209,CU000910,07450976654,2023-03-22
PH001210,CU000911,07616088307,2023-03-06
PH001211,CU000912,07773242635,2023-03-01
PH001212,CU000912,07644100800,2023-08-12
PH001213,CU000913,07488069285,2023-03-23
PH001214,CU000914,07206659340,2023-03-01
PH001215,CU000915,07322168750,2023-03-06
PH001216,CU000916,07783639224,2023-03-14
PH001217,CU000916,07367365420,2023-09-06
PH001218,CU000916,07371830757,2023-11-08
PH001219,CU000917,07652576822,2023-03-21
PH001220,CU000918,07399348629,2023-03-29
PH001221,CU000919,07811044079,2023-03-15
PH001222,CU000920,07132909958,2023-03-12
PH001223,CU000921,07712189007,2023-03-09
PH001224,CU000922,07839728297,2023-03-21
PH001225,CU000922,07653286935,2023-06-20
PH001226,CU000923,07784064754,2023-03-17
PH001227,CU000924,07176067683,2023-03-16
PH001228,CU000924,07421019120,2023-05-23
PH001229,CU000925,07605002573,2023-03-10
PH001230,CU000925,07843330371,2023-06-15
PH001231,CU000926,07270480701,2023-03-25
PH001232,CU000927,07133578826,2023-03-14
PH001233,CU000928,07633032497,2023-03-16
PH001234,CU000929,07394714656,2023-03-19
PH001235,CU000929,07585114705,2023-05-29
PH001236,CU000930,07394014049,2023-03-29
PH001237,CU000930,07494254248,2023-05-11
PH001238,CU000931,07892614785,2023-03-25
PH001239,CU000932,07608210081,2023-03-13
PH001240,CU000932,07824481991,2023-06-18
PH001241,CU000933,07505988554,2023-03-27
PH001242,CU000934,07319635530,2023-03-06
PH001243,CU000934,07313137072,2023-08-23
PH001244,CU000935,07141423406,2023-03-23
PH001245,CU000936,07793604996,2023-03-06
PH001246,CU000937,07648021939,2023-03-03
PH001247,CU000938,07111858538,2023-03-11
PH001248,CU000939,07540058037,2023-03-29
PH001249,CU000940,07362093928,2023-03-04
PH001250,CU000941,07726044197,2023-03-07
PH001251,CU000942,07871538051,2023-03-18
PH001252,CU000942,07700325492,2023-06-02
PH001253,CU000943,07939821791,2023-03-13
PH001254,CU000943,07617857731,2023-08-21
PH001255,CU000943,07365750645,2023-11-04
PH001256,CU000944,07726751064,2023-03-15
PH001257,CU000945,07791957827,2023-03-03
PH001258,CU000946,07311536686,2023-03-20
PH001259,CU000946,07856918653,2023-08-20
PH001260,CU000946,07692546238,2023-11-12
PH001261,CU000947,07339326241,2023-03-10
PH001262,CU000948,07858744446,2023-03-22
PH001263,CU000949,07269418776,2023-03-05
PH001264,CU000950,07979558403,2023-03-22
PH001265,CU000950,07160526513,2023-07-23
PH001266,CU000950,07126239202,2023-10-09
PH001267,CU000951,07961626678,2023-03-15
PH001268,CU000951,07401731252,2023-08-01
PH001269,CU000952,07807931847,2023-03-18
